doc_id,question,choices,correct_answer,llada_prediction,llama_prediction,llada_correct,llama_correct,question_length,num_choices,agreement,llada_advantage,llama_advantage
1089,"Q: Taylor caught a cold in her throat and it wouldnt go away. How would Taylor feel afterwards? 
  choice: Happy
  choice: Ill
  choice: Run down
A:","['Run down', 'Happy', 'Ill']",Ill,"['-9.776674270629883', '0.0']","['-1.6640625', 'False']",False,False,148,3,True,False,False
1090,"Q: Robin built a snowman in the snow and gave it a new name. What will Robin want to do next? 
  choice: Destroy it
  choice: Get angry
  choice: Put a carrot in the nose
A:","['Get angry', 'Destroy it', 'Put a carrot in the nose']",Put a carrot in the nose,"['-14.859353423118591', '0.0']","['-2.546875', 'False']",False,False,173,3,True,False,False
1091,"Q: Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video. What will Kendall want to do next? 
  choice: Buy a paint set
  choice: Practice painting
  choice: Watch the video
A:","['Watch the video', 'Practice painting', 'Buy a paint set']",Watch the video,"['-1.3261351361870766', '0.0']","['-2.671875', 'False']",False,False,214,3,True,False,False
1092,"Q: Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself. What will happen to Robin? 
  choice: Get Aubrey a new bottle
  choice: Ignore the mess Aubrey made
  choice: Yell at Aubrey for spilling
A:","['Get Aubrey a new bottle', 'Yell at Aubrey for spilling', 'Ignore the mess Aubrey made']",Get Aubrey a new bottle,"['-1.6180578954517841', '0.0']","['-2.828125', 'False']",False,False,233,3,True,False,False
1093,"Q: Not wanting to raise too much consternation, Jesse ultimately believed every word. What will Others want to do next? 
  choice: Collude
  choice: Shun Jesse
  choice: Work with Jesse
A:","['Work with Jesse', 'Collude', 'Shun Jesse']",Work with Jesse,"['-1.7684816718101501', '0.0']","['-3.921875', 'False']",False,False,188,3,True,False,False
1094,"Q: Jordan affected the children's grades by offering extra tutoring after school. How would you describe Jordan? 
  choice: A kind and caring teacher
  choice: A reckless woman
  choice: An irresponsible person
A:","['A reckless woman', 'A kind and caring teacher', 'An irresponsible person']",A kind and caring teacher,"['-10.543490588665009', '0.0']","['-5.84375', 'False']",False,False,213,3,True,False,False
1095,"Q: Addison was feeling sick and in pain and Sydney saw that. How will Addison feel about Sydney? 
  choice: Know what was wrong
  choice: Thank Sydney for helping them
  choice: Walk away from Sydney
A:","['Know what was wrong', 'Walk away from Sydney', 'Thank Sydney for helping them']",Thank Sydney for helping them,"['-6.99891597032547', '0.0']","['-1.515625', 'True']",False,False,202,3,True,False,False
1096,"Q: Skylar went to the dentist who set an appointment to get his tooth filled. How would Skylar feel afterwards? 
  choice: Cant wait to visit
  choice: Nervous
  choice: Someone who wants good dental hygiene
A:","['Nervous', 'Someone who wants good dental hygiene', 'Cant wait to visit']",Nervous,"['-4.424507826566696', '0.0']","['-1.9296875', 'False']",False,False,210,3,True,False,False
1097,"Q: Remy gave Skylar her account so Skylar could play the game. Why did Remy do this? 
  choice: Be a nice person
  choice: Play with Skylar
  choice: Steal from Skylar
A:","['Play with Skylar', 'Be a nice person', 'Steal from Skylar']",Be a nice person,"['-10.25144773721695', '0.0']","['-4.4375', 'False']",False,False,170,3,True,False,False
1098,"Q: Jan needed help with math and got tutoring from Kia and improved her work. How would you describe Kai? 
  choice: As someone who knows how to teach
  choice: Feels happy
  choice: Feels smarter
A:","['Feels happy', 'Feels smarter', 'As someone who knows how to teach']",As someone who knows how to teach,"['-10.242443859577179', '0.0']","['-5.3125', 'False']",False,False,199,3,True,False,False
1099,"Q: Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney. How would Kai feel afterwards? 
  choice: A curious person
  choice: Like she knows about the tablet Sydney got
  choice: Like she recommend Sydney a new tablet
A:","['Like she knows about the tablet Sydney got', 'Like she recommend Sydney a new tablet', 'A curious person']",Like she knows about the tablet Sydney got,"['-1.1543320715427399', '0.0']","['-3.5', 'False']",False,False,246,3,True,False,False
1100,"Q: Remy clicked on the email button and emailed their entire office. What does Remy need to do before this? 
  choice: Be in their office
  choice: Keep contact
  choice: Write an email
A:","['Keep contact', 'Be in their office', 'Write an email']",Write an email,"['-6.026732891798019', '0.0']","['-3.75', 'False']",False,False,188,3,True,False,False
1101,"Q: Riley looked at Jesse. What will Riley want to do next? 
  choice: Had planned the awards dinner and it had gone very smoothly
  choice: Look at something else
  choice: Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team
A:","['Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team', 'Had planned the awards dinner and it had gone very smoothly', 'Look at something else']",Look at something else,"['-5.681468792259693', '0.0']","['-6.59375', 'False']",False,False,328,3,True,False,False
1102,"Q: Sasha helped her friend Liza who was in a bad situation. Liza refused to help herself and went back to the bad situation. How would Sasha after Liza refuses help? 
  choice: Caring
  choice: Hurt and frustrated
  choice: Kind
A:","['Caring', 'Hurt and frustrated', 'Kind']",Hurt and frustrated,"['-9.75', '0.0']","['-2.0625', 'False']",False,False,231,3,True,False,False
1103,"Q: casey was doing an experiment so she kept the mice up all night. What will happen to the mice? 
  choice: Be happy
  choice: Be ready to sleep
  choice: Find out what happens to the mice
A:","['Be happy', 'Find out what happens to the mice', 'Be ready to sleep']",Be ready to sleep,"['-4.4244384765625', '0.0']","['-1.984375', 'False']",False,False,192,3,True,False,False
1104,"Q: Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet. What does Bailey need to do before this? 
  choice: Needed to wait for class to start
  choice: Pass out exams
  choice: Talk about the exam
A:","['Pass out exams', 'Talk about the exam', 'Needed to wait for class to start']",Needed to wait for class to start,"['-4.82438051700592', '0.0']","['-2.5', 'False']",False,False,247,3,True,False,False
1105,"Q: Taylor helped Ash move and carried all the boxes. How would Taylor feel afterwards? 
  choice: Alive
  choice: Appreciative
  choice: Tired
A:","['Tired', 'Alive', 'Appreciative']",Tired,"['-4.8046956062316895', '0.0']","['-1.65625', 'True']",False,False,145,3,True,False,False
1106,"Q: Cameron got out of the way of the team of horses. What will Cameron want to do next? 
  choice: A horse knocked Cameron out of the way
  choice: A wheel ran over Cameron's foot
  choice: Moved quickly and fell into a ditch
A:","[""A wheel ran over Cameron's foot"", 'Moved quickly and fell into a ditch', 'A horse knocked Cameron out of the way']",Moved quickly and fell into a ditch,"['-2.5638246536254883', '0.0']","['-1.8125', 'False']",False,False,228,3,True,False,False
1107,"Q: Sasha sat down after lighting the their house on fire, watching it burn around her. How would Sasha feel afterwards? 
  choice: A sense of accomplishment
  choice: Distraught by the spread of the fire
  choice: Saddened by the loss of the house
A:","['Distraught by the spread of the fire', 'Saddened by the loss of the house', 'A sense of accomplishment']",A sense of accomplishment,"['-1.011059365933761', '0.0']","['-4.0', 'False']",False,False,250,3,True,False,False
1108,"Q: After many months of hard work, Addison eventually got a car. What does Addison need to do before this? 
  choice: Change the oil
  choice: Get a job
  choice: Heave bad credit
A:","['Heave bad credit', 'Get a job', 'Change the oil']",Get a job,"['-13.768823683261871', '0.0']","['-2.15625', 'False']",False,False,182,3,True,False,False
1109,"Q: Carson tried to fight Robin last night when they were drunk. How would you describe Carson? 
  choice: A drunkard
  choice: Guilty
  choice: Upset
A:","['A drunkard', 'Guilty', 'Upset']",A drunkard,"['-2.5765017569065094', '0.0']","['-1.640625', 'True']",False,False,152,3,True,False,False
1110,"Q: Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing. Why did Robin do this? 
  choice: Have Aubrey eat the food all over her dress
  choice: Have Aubrey looking and feeling fresh
  choice: Keep Aubrey in the kitchen preparing food
A:","['Have Aubrey eat the food all over her dress', 'Keep Aubrey in the kitchen preparing food', 'Have Aubrey looking and feeling fresh']",Have Aubrey looking and feeling fresh,"['-9.214043200016022', '0.0']","['-2.4375', 'False']",False,False,277,3,True,False,False
1111,"Q: Cameron took Kai's complaint seriously and launched a major investigation into the matter. What will happen to Kai? 
  choice: Be commended by Cameron
  choice: Be criticized by Cameron
  choice: Give a press briefing
A:","['Be criticized by Cameron', 'Give a press briefing', 'Be commended by Cameron']",Give a press briefing,"['-2.365509405732155', '0.0']","['-5.3125', 'False']",False,False,223,3,True,False,False
1112,"Q: Riley saved more money when her daughter was in high school. Why did Riley do this? 
  choice: Keep her daughter in high school
  choice: Pay for college
  choice: Run away from her family
A:","['Run away from her family', 'Pay for college', 'Keep her daughter in high school']",Pay for college,"['-8.063043892383575', '0.0']","['-5.34375', 'False']",False,False,194,3,True,False,False
1113,"Q: Jan visisted home for Christmas after finding out that their grandfather had died. What does Jan need to do before this? 
  choice: Needed to book a plane ticket
  choice: Needed to tell her family she wasn't coming home
  choice: Remember Jan's grandfather during Christmas
A:","[""Needed to tell her family she wasn't coming home"", 'Needed to book a plane ticket', ""Remember Jan's grandfather during Christmas""]",Needed to book a plane ticket,"['-4.0529259741306305', '0.0']","['-5.1875', 'False']",False,False,280,3,True,False,False
1114,"Q: Aubrey was bored one Saturday afternoon so they met a friend at the park. What will Aubrey want to do next? 
  choice: Run away from them
  choice: Take their friend home
  choice: Talk to their friend
A:","['Talk to their friend', 'Run away from them', 'Take their friend home']",Talk to their friend,"['-4.026970326900482', '0.0']","['-2.453125', 'False']",False,False,207,3,True,False,False
1115,"Q: Alex was getting very old and infirm so Alex gave Sydney command. What will Alex want to do next? 
  choice: Get a new job
  choice: Make Sydney take charge
  choice: Relax
A:","['Make Sydney take charge', 'Get a new job', 'Relax']",Make Sydney take charge,"['-3.139437735080719', '0.0']","['-2.859375', 'False']",False,False,178,3,True,False,False
1116,"Q: Austin took them out for dinner on that cold evening in Chicago. What will Austin want to do next? 
  choice: Go home
  choice: Loves them
  choice: Swim in the ocean
A:","['Swim in the ocean', 'Loves them', 'Go home']",Go home,"['-12.768578112125397', '0.0']","['-3.484375', 'False']",False,False,172,3,True,False,False
1117,"Q: Aubrey pulled the driver over for speeding. They then wrote a ticket,. How would Aubrey feel as a result? 
  choice: As normal
  choice: Like a good cop
  choice: Like a weak person
A:","['As normal', 'Like a weak person', 'Like a good cop']",Like a good cop,"['-4.491366982460022', '0.0']","['-1.1015625', 'True']",False,False,187,3,True,False,False
1118,"Q: Riley screamed in pain after falling of their bike and breaking their arm. What will Riley want to do next? 
  choice: Get on the bike
  choice: Go to a midwife
  choice: Go to the hospital
A:","['Get on the bike', 'Go to a midwife', 'Go to the hospital']",Go to the hospital,"['-7.981141537427902', '0.0']","['-2.296875', 'False']",False,False,195,3,True,False,False
1119,"Q: Skylar and their friend played together and Skylar fell in the street. What will happen to Skylar? 
  choice: Blame her friend
  choice: Have no pain
  choice: Need a band-aid
A:","['Blame her friend', 'Need a band-aid', 'Have no pain']",Need a band-aid,"['-9.449309587478638', '0.0']","['-2.203125', 'False']",False,False,181,3,True,False,False
1120,"Q: Alex wanted to be on their own. They left Robin's side. How would you describe Alex? 
  choice: Independent
  choice: Scared
  choice: This wanted to be on their own to Alex
A:","['Independent', 'This wanted to be on their own to Alex', 'Scared']",Independent,"['-0.72412109375', '0.0']","['-1.0390625', 'True']",False,False,179,3,True,False,False
1121,"Q: Carson ordered a large pizza for dinner. What will Carson want to do next? 
  choice: Cut the grass
  choice: Take out the dog
  choice: Washes his hands before dinner
A:","['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",Washes his hands before dinner,"['-7.56743448972702', '0.0']","['-2.453125', 'False']",False,False,173,3,True,False,False
1122,"Q: taylor made a video game for her family but she based it on their experience. What will Taylor want to do next? 
  choice: Change her mind about making the video game
  choice: Have them test out the video game
  choice: They wanted it to be personal
A:","['Have them test out the video game', 'They wanted it to be personal', 'Change her mind about making the video game']",Have them test out the video game,"['-1.0919109769165516', '0.0']","['-2.921875', 'False']",False,False,256,3,True,False,False
1123,"Q: Kai wanted everything on their list for Christmas. What will Kai want to do next? 
  choice: Go Christmas shopping
  choice: Joy
  choice: Tell their list
A:","['Go Christmas shopping', 'Joy', 'Tell their list']",Tell their list,"['-0.8681121878325939', '0.0']","['-2.03125', 'False']",False,False,160,3,True,False,False
1124,"Q: Alex set Riley on fire in the game when Riley had low health left. What will happen to Alex? 
  choice: Will get sick after the game
  choice: Will quit playing
  choice: Win the game
A:","['Win the game', 'Will get sick after the game', 'Will quit playing']",Win the game,"['-3.9358825981616974', '0.0']","['-3.96875', 'False']",False,False,189,3,True,False,False
1125,"Q: Quinn ate the last piece of cake.  They felt bad about it. How would Quinn feel afterwards? 
  choice: Greedy
  choice: Guilty
  choice: Like they need to buy another cake
A:","['Like they need to buy another cake', 'Guilty', 'Greedy']",Guilty,"['-7.129366368055344', '0.0']","['-3.90625', 'False']",False,False,177,3,True,False,False
1126,"Q: Riley left home with their sister today, because they were grounded by their step dad. What will their step dad want to do next? 
  choice: Adopt more children
  choice: Contact police
  choice: Run away from home
A:","['Run away from home', 'Contact police', 'Adopt more children']",Contact police,"['-8.805065274238586', '0.0']","['-3.921875', 'False']",False,False,219,3,True,False,False
1127,"Q: Sally was writing in her journal and the nosy Kendall snatched it away from her. How would you describe Kendall? 
  choice: Dominant
  choice: Not interested in others journals
  choice: Someone who snatches things
A:","['Not interested in others journals', 'Dominant', 'Someone who snatches things']",Someone who snatches things,"['-5.145339176058769', '0.0']","['-3.40625', 'False']",False,False,220,3,True,False,False
1128,"Q: Robin was eager to get her driver's license, so she took the test immediately after turning 16. How would you describe Robin? 
  choice: Goal-oriented
  choice: Maturing
  choice: Responsible
A:","['Maturing', 'Goal-oriented', 'Responsible']",Goal-oriented,"['-7.280697375535965', '0.0']","['-3.53125', 'False']",False,False,197,3,True,False,False
1129,"Q: Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? 
  choice: Didnt like the host of the event
  choice: Go home and change
  choice: Left because he had to change clothes
A:","['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",Left because he had to change clothes,"['-0.6640678569674492', '0.0']","['-2.171875', 'False']",False,False,239,3,True,False,False
1130,"Q: Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? 
  choice: Be cautious
  choice: Ignore them
  choice: Listen to them
A:","['Listen to them', 'Ignore them', 'Be cautious']",Be cautious,"['-5.606619864702225', '0.0']","['-2.671875', 'False']",False,False,161,3,True,False,False
1131,"Q: Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? 
  choice: Continue to be friends with Skylar
  choice: Retaliate against Skylar
  choice: Tell the truth
A:","['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",Tell the truth,"['-5.562140449881554', '0.0']","['-2.828125', 'False']",False,False,246,3,True,False,False
1132,"Q: Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? 
  choice: Exact
  choice: Like they'd made the most logical choice
  choice: Wrong
A:","['Exact', 'Wrong', ""Like they'd made the most logical choice""]",Exact,"['-0.342041015625', '0.0']","['-1.703125', 'False']",False,False,248,3,True,False,False
1133,"Q: Remy dropped a dime and picked it up right away. How would you describe Remy? 
  choice: Careless
  choice: Cheap
  choice: Frivolous
A:","['Careless', 'Frivolous', 'Cheap']",Cheap,"['-2.3675994873046875', '0.0']","['-1.9453125', 'False']",False,False,139,3,True,False,False
1134,"Q: Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? 
  choice: Energetic
  choice: Nauseous
  choice: Not pragmatic
A:","['Energetic', 'Nauseous', 'Not pragmatic']",Nauseous,"['-3.3010028153657913', '0.0']","['-2.03125', 'False']",False,False,156,3,True,False,False
1135,"Q: Cameron wasted too much money when he went to the mall. What will Cameron want to do next? 
  choice: Cameron who has  sent a mail to wasted money
  choice: Cameron who has wasted money
  choice: Work more
A:","['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",Work more,"['-8.236161440610886', '0.0']","['-2.09375', 'False']",False,False,211,3,True,False,False
1136,"Q: Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? 
  choice: Check on the food
  choice: Converse with family
  choice: Preheat the oven
A:","['Check on the food', 'Preheat the oven', 'Converse with family']",Preheat the oven,"['-5.55731725692749', '0.0']","['-2.15625', 'False']",False,False,209,3,True,False,False
1137,"Q: Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? 
  choice: An enigma
  choice: Had felt sad
  choice: Unique
A:","['Unique', 'An enigma', 'Had felt sad']",Unique,"['-1.109375', '0.0']","['-2.5', 'False']",False,False,175,3,True,False,False
1138,"Q: jan went to the same school for years so she was best friends with a girl. What will Others want to do next? 
  choice: Appreciate jan
  choice: Hate jan
  choice: Make sure they kept up their relationship
A:","['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",Appreciate jan,"['-2.9179169684648514', '0.0']","['-1.6640625', 'True']",False,False,211,3,True,False,False
1139,"Q: Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? 
  choice: Laugh about it with Austin
  choice: Live with Sydney
  choice: Tell Austin to leave her alone
A:","['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",Tell Austin to leave her alone,"['-9.909661054611206', '0.0']","['-4.09375', 'False']",False,False,218,3,True,False,False
1140,"Q: Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? 
  choice: Scared
  choice: They are a pacifist
  choice: They are a patient person
A:","['They are a patient person', 'They are a pacifist', 'Scared']",Scared,"['-4.803476467728615', '0.0']","['-1.96875', 'True']",False,False,218,3,True,False,False
1141,"Q: Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? 
  choice: Get her money
  choice: Make Sydney a success
  choice: Paint the painting
A:","['Make Sydney a success', 'Paint the painting', 'Get her money']",Get her money,"['-8.835073232650757', '0.0']","['-3.328125', 'False']",False,False,211,3,True,False,False
1142,"Q: Cameron stopped the fight before people got hurt. What will Cameron want to do next? 
  choice: See a movie
  choice: Send people home
  choice: The others will cheer Cameron
A:","['The others will cheer Cameron', 'See a movie', 'Send people home']",Send people home,"['-2.1973511576652527', '0.0']","['-2.765625', 'False']",False,False,180,3,True,False,False
1143,"Q: Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? 
  choice: Be self-conscious
  choice: Believe what Jesse says
  choice: Not take Jesse's word for anything
A:","['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",Not take Jesse's word for anything,"['-2.1230646148324013', '0.0']","['-2.65625', 'False']",False,False,233,3,True,False,False
1144,"Q: Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? 
  choice: Drive himself to school
  choice: Get other friends to walk, too
  choice: Ride the school bus
A:","['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']","Get other friends to walk, too","['-12.976135671138763', '0.0']","['-2.890625', 'False']",False,False,211,3,True,False,False
1145,"Q: Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? 
  choice: Ask his friend if he would like a drink
  choice: Get a different drink
  choice: Get the milk out of the fridge
A:","['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",Get a different drink,"['-5.673201382160187', '0.0']","['-3.4375', 'False']",False,False,295,3,True,False,False
1146,"Q: Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? 
  choice: Pack to go home
  choice: Talk to Jan
  choice: Travel back home
A:","['Travel back home', 'Pack to go home', 'Talk to Jan']",Talk to Jan,"['-3.5865126997232437', '0.0']","['-3.046875', 'False']",False,False,179,3,True,False,False
1147,"Q: Addison left for home after college finished up for the semester. What does Addison need to do before this? 
  choice: Book a plane
  choice: Enjoy being home
  choice: Finish up with school
A:","['Book a plane', 'Finish up with school', 'Enjoy being home']",Finish up with school,"['-5.017665356397629', '0.0']","['-2.25', 'False']",False,False,196,3,True,False,False
1148,"Q: Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? 
  choice: Giving
  choice: Like he'd done a good deed
  choice: Selfish
A:","[""Like he'd done a good deed"", 'Selfish', 'Giving']",Giving,"['-5.915418565273285', '0.0']","['-4.4375', 'False']",False,False,164,3,True,False,False
1149,"Q: Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? 
  choice: Didn't care about having a good career
  choice: Didn't have much ambition in life
  choice: Wanted to get into medical school
A:","[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",Wanted to get into medical school,"['-6.536004483699799', '0.0']","['-3.265625', 'False']",False,False,239,3,True,False,False
1150,"Q: Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? 
  choice: Go to the lake
  choice: Help her pick a fish
  choice: Take the fish straight home
A:","['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",Take the fish straight home,"['-10.162865340709686', '0.0']","['-1.3515625', 'True']",False,False,201,3,True,False,False
1151,"Q: Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? 
  choice: Invest money
  choice: Needed to go over the company records
  choice: Throw away money
A:","['Invest money', 'Needed to go over the company records', 'Throw away money']",Needed to go over the company records,"['-2.241887852549553', '0.0']","['-2.046875', 'False']",False,False,208,3,True,False,False
1152,"Q: Skylar poured water over their head as a mean spirited joke. How would others feel as a result? 
  choice: Remorse
  choice: That was kind
  choice: That was wrong
A:","['That was kind', 'That was wrong', 'Remorse']",That was wrong,"['-6.543109744787216', '0.0']","['-3.09375', 'False']",False,False,169,3,True,False,False
1153,"Q: Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? 
  choice: Document incidents
  choice: Follow up with the landlord
  choice: Potentially call the police
A:","['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",Document incidents,"['-7.502005904912949', '0.0']","['-3.546875', 'False']",False,False,233,3,True,False,False
1154,"Q: Remy was trying to stay quiet but accidentally slipped and said a word. How would Others feel as a result? 
  choice: Feeling sad
  choice: Sad
  choice: Victorious
A:","['Feeling sad', 'Sad', 'Victorious']",Victorious,"['-3.935591697692871', '0.0']","['-2.828125', 'False']",False,False,170,3,True,False,False
1155,"Q: Tracy gave it to their friend when their friend asked to see it. What will happen to Others? 
  choice: Hear their friend's opinion
  choice: See it
  choice: Talk about it
A:","['See it', ""Hear their friend's opinion"", 'Talk about it']",See it,"['-3.9792290925979614', '0.0']","['-3.171875', 'False']",False,False,178,3,True,False,False
1156,"Q: Riley watched Jesse with observant eyes. What will happen to Jesse? 
  choice: Be confronted by Jesse
  choice: Be sneered at by Jesse
  choice: Creeped out
A:","['Creeped out', 'Be confronted by Jesse', 'Be sneered at by Jesse']",Creeped out,"['-5.365846246480942', '0.0']","['-4.34375', 'False']",False,False,162,3,True,False,False
1157,"Q: Kai grabbed Carson's tools and then made use of them. Why did Kai do this? 
  choice: Didn't have any
  choice: Use them next
  choice: Want them back next
A:","['Use them next', 'Want them back next', ""Didn't have any""]",Didn't have any,"['-1.681822009384632', '0.0']","['-3.0', 'False']",False,False,161,3,True,False,False
1158,"Q: Remy told Casey to meet them at the pond in order to do some fishing. How would you describe Remy? 
  choice: Eager to go fishing
  choice: Rude to other people
  choice: Trying to be friendly
A:","['Eager to go fishing', 'Trying to be friendly', 'Rude to other people']",Trying to be friendly,"['-0.7822627499699593', '0.0']","['-0.9609375', 'True']",False,False,198,3,True,False,False
1159,"Q: Quinn decided to go out drinking with Others at the bar. What will Others want to do next? 
  choice: Have a few beers
  choice: Smoke a few hookahs
  choice: Wanted to celebrate
A:","['Wanted to celebrate', 'Smoke a few hookahs', 'Have a few beers']",Have a few beers,"['-4.490284815430641', '0.0']","['-5.53125', 'False']",False,False,184,3,True,False,False
1160,"Q: Jesse was upset but unfortunately went a little too far when he yelled at his brother. How would you describe Jesse? 
  choice: Happy
  choice: Remorseful
  choice: Upset
A:","['Happy', 'Remorseful', 'Upset']",Upset,"['-10.875', '0.0']","['-2.046875', 'False']",False,False,176,3,True,False,False
1161,"Q: Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader. Why did Jordan do this? 
  choice: Eliminate the actor
  choice: Make his story intresting
  choice: Tell Cameron about the story
A:","['Tell Cameron about the story', 'Eliminate the actor', 'Make his story intresting']",Make his story intresting,"['-3.8730811327695847', '0.0']","['-2.875', 'False']",False,False,244,3,True,False,False
1162,"Q: Aubrey had a lot of important decisions to make, so Aubrey spent time thinking. What does Aubrey need to do before this? 
  choice: Decide
  choice: Find some peace and quiet
  choice: Make the decision
A:","['Decide', 'Make the decision', 'Find some peace and quiet']",Find some peace and quiet,"['-3.78125', '0.0']","['-3.21875', 'False']",False,False,208,3,True,False,False
1163,"Q: Lee set the stage with all of the decorations and lights. How would you describe Lee? 
  choice: Motivated
  choice: Proud of the stage
  choice: Tired from the work
A:","['Proud of the stage', 'Motivated', 'Tired from the work']",Proud of the stage,"['-2.416926234960556', '0.0']","['-2.6875', 'False']",False,False,171,3,True,False,False
1164,"Q: Alex had a great time on a date with Taylor last night. What will Alex want to do next? 
  choice: Call Taylor
  choice: Fall in love
  choice: Meet new people
A:","['Call Taylor', 'Meet new people', 'Fall in love']",Call Taylor,"['-1.7607481330633163', '0.0']","['-1.5234375', 'False']",False,False,165,3,True,False,False
1165,"Q: Jesse closely considered the signs when lightning struck her house three times. How would Jesse feel afterwards? 
  choice: Glad
  choice: Happy
  choice: Superstitious
A:","['Happy', 'Glad', 'Superstitious']",Superstitious,"['-7.5625', '0.0']","['-2.359375', 'False']",False,False,174,3,True,False,False
1166,"Q: Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth. How would Others feel as a result? 
  choice: Angry at Aiden
  choice: Angry at Casey
  choice: Grateful to Casey
A:","['Grateful to Casey', 'Angry at Casey', 'Angry at Aiden']",Grateful to Casey,"['-1.8845182210206985', '0.0']","['-3.25', 'False']",False,False,255,3,True,False,False
1167,"Q: The kids wanted to go to the park to play with their friends. Tracy brought the kids to the park. How would Tracy feel afterwards? 
  choice: Happy to see the kids play
  choice: Relaxed after a long day with the kids
  choice: Unhappy to see the kids play
A:","['Relaxed after a long day with the kids', 'Happy to see the kids play', 'Unhappy to see the kids play']",Happy to see the kids play,"['-4.0741228656843305', '0.0']","['-2.703125', 'False']",False,False,262,3,True,False,False
1168,"Q: remy went to the mall and made more friends. What does Remy need to do before this? 
  choice: Get a ride to the mall
  choice: Lose interest in interacting with others
  choice: Stay at home
A:","['Stay at home', 'Get a ride to the mall', 'Lose interest in interacting with others']",Get a ride to the mall,"['-8.41456526517868', '0.0']","['-3.09375', 'False']",False,False,197,3,True,False,False
1169,"Q: Austin went out to eat with the family last weekend because it was for a party. What will happen to Austin? 
  choice: Be happy
  choice: Be ill
  choice: Be sick
A:","['Be happy', 'Be sick', 'Be ill']",Be happy,"['-1.6521835327148438', '0.0']","['-1.4375', 'True']",False,False,168,3,True,False,False
1170,"Q: Bailey was mad at work and then told Alex to send the letter. How would you describe Bailey? 
  choice: Careless all day today
  choice: Commanding
  choice: Under high pressure at work
A:","['Commanding', 'Careless all day today', 'Under high pressure at work']",Under high pressure at work,"['-0.5914635881781578', '0.0']","['-1.53125', 'True']",False,False,191,3,True,False,False
1171,"Q: My friend was having relationship troubles and Tracy knew she could help. What will happen to Tracy? 
  choice: Become enemies with my friend
  choice: Becomes friends with my friend
  choice: Good about himself
A:","['Good about himself', 'Becomes friends with my friend', 'Become enemies with my friend']",Becomes friends with my friend,"['-5.411951869726181', '0.0']","['-3.828125', 'False']",False,False,217,3,True,False,False
1172,"Q: Sasha was bullied by the people in her building so she got revenge on them. What will Sasha want to do next? 
  choice: Ask the people to be friends
  choice: Deny that she did anything
  choice: Turn herself into the police
A:","['Deny that she did anything', 'Turn herself into the police', 'Ask the people to be friends']",Deny that she did anything,"['-6.799013197422028', '0.0']","['-2.84375', 'False']",False,False,230,3,True,False,False
