doc_id,premise,hypothesis,true_label,llada_prediction,llama_prediction,llada_correct,llama_correct,llada_margin,llama_margin,llada_confidence,llama_confidence,premise_length,hypothesis_length,agreement,llada_advantage,llama_advantage
4573,He had no real answer.,He had the answer.,contradiction,contradiction,neutral,True,False,0.125,-0.5078125,0.125,0.5078125,22,18,False,True,False
4579,"But you would not trust me.""",You have no trust when it comes to me. ,entailment,entailment,neutral,True,False,0.9375,-0.0625,0.9375,0.0625,28,39,False,True,False
4582,"For the upcoming world championships in microhockey, a super-vaccine was to be developed, which would be administered to all participants and audience members.",A super-vaccine was being developed to be given to everyone in attendance at the world championships.,entailment,entailment,contradiction,True,False,0.375,-0.25,0.375,0.25,159,101,False,True,False
4590,"He and his wife had lived at Styles Court in every luxury, surrounded by her care and attention. ",She lived in poverty and squalor at Styles Court.,contradiction,contradiction,entailment,True,False,1.3671875,-0.125,1.3671875,0.125,97,49,False,True,False
4601,"But the most sustained assault on Orientalism 's premises, and on its prestige, came from the left.",They were attack from the right.,contradiction,contradiction,entailment,True,False,0.1875,-0.87109375,0.1875,0.87109375,99,32,False,True,False
4620,yeah uh-huh yeah it's one of the things uh if you read in the newspapers and stuff he's the critics really like it or they really don't, None of the critics like that one ,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,135,35,False,True,False
4624,"For the upcoming world championships in microhockey, a super-vaccine was to be developed, which would be administered to all participants and audience members.","There was no need for a super-vaccine and, so, one was not being developed.",contradiction,contradiction,neutral,True,False,0.5,0.0,0.5,0.0,159,75,False,True,False
4626,now that's a good idea,That's a really bad idea.,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,22,25,False,True,False
4627,"I had rejected it as absurd, nevertheless it persisted. ",It persisted after I welcomed it as sensible.,contradiction,contradiction,entailment,True,False,0.625,-0.375,0.625,0.375,56,45,False,True,False
4629,"But there's John ”and Miss Howard, surely they were speaking the truth?""",I'm sure Miss Howard is lying to us.,contradiction,contradiction,entailment,True,False,0.625,-0.375,0.625,0.375,72,36,False,True,False
4643,well so okay you need to get married and have kids and then when they're big enough you can have them go do the yard  and you can do what you want to do,Children are never too young to do yardwork.,contradiction,contradiction,entailment,True,False,0.5,0.0,0.5,0.0,152,44,False,True,False
4646,yeah it's just a matter of education i think,Yeah but education doesn't matter.,contradiction,contradiction,entailment,True,False,0.75,-0.1875,0.75,0.1875,44,34,False,True,False
4648,yeah no i don't know if there's any any series that i pay attention to i try to watch Cheers once in a while,"I watch Cheers everynow and then, but I don't watch many series.",entailment,entailment,contradiction,True,False,0.75,-0.375,0.75,0.375,108,64,False,True,False
4651,… I succeeded in my false career.,I failed in my false career.,contradiction,contradiction,neutral,True,False,0.375,-1.0,0.375,1.0,33,28,False,True,False
4663,He reported masterfully on the '72 campaign and the Hell's Angels.,He did an extraordinarily bad job reporting on the Hell's Angels.,contradiction,contradiction,entailment,True,False,0.25,-0.75,0.25,0.75,66,65,False,True,False
4664,so you um-hum so you think it comes down to education or or something like that,It has nothing to do with education.,contradiction,contradiction,entailment,True,False,1.125,0.0,1.125,0.0,79,36,False,True,False
4688,GAO recommends that the Secretary of Defense revise policy and guidance,GAO recommends that you eat 5 fruit/veg per day,contradiction,contradiction,entailment,True,False,1.3828125,-0.375,1.3828125,0.375,71,47,False,True,False
4698,"This was built 15 years earlier by Jahangir's wife, Nur Jahan, for her father, who served as Mughal Prime Minister.",Nur Jahan's husband Jahangir served as Mughal Prime Minister. ,contradiction,contradiction,entailment,True,False,0.875,0.0,0.875,0.0,115,62,False,True,False
4719,Weicker has yet to declare his intentions.,Weicker has already declared his intentions to the staff.,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,42,57,False,True,False
4728,"And, just incidentally, the Sons of the Egg who'd attacked him in the hospital had tried to reach the camp twice already, once by interpenetrating into a shipment of mandrakes, which indicated to what measures they would resort.",The Sons of Egg were quite nice to him.,contradiction,contradiction,entailment,True,False,0.25,-0.375,0.25,0.375,228,39,False,True,False
4731,Drinks are available and expensive.,Drinks are super cheap.,contradiction,contradiction,entailment,True,False,0.5625,-0.37890625,0.5625,0.37890625,35,23,False,True,False
4732,"Daniel sat buried by the lights, occasionally pressing things.",Daniel was covered by lights and he was not standing. ,entailment,entailment,contradiction,True,False,1.046875,-0.125,1.046875,0.125,62,54,False,True,False
4735,"Think of it this  When consumer confidence declines, it is as if, for some reason, the typical member of the co-op had become less willing to go out, more anxious to accumulate coupons for a rainy day.",When consumer confidence declines people are more likely to collect coupons.,entailment,entailment,contradiction,True,False,0.25,-0.125,0.25,0.125,201,76,False,True,False
4739,"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",It's speculated hat the Ramseys ate their daughter.,contradiction,contradiction,neutral,True,False,0.3125,0.0,0.3125,0.0,182,51,False,True,False
4746,GAO recommends that the Secretary of Defense revise policy and guidance,GAO recommends that the Secretary of Defense keep policy and guidance the same,contradiction,contradiction,entailment,True,False,0.875,-0.75,0.875,0.75,71,78,False,True,False
4755,Inside are leather-bound regimental books with each serviceperson's name duly inscribed.,The books don't mention individual names.,contradiction,contradiction,entailment,True,False,0.375,-0.25,0.375,0.25,88,41,False,True,False
4756,"Bush the elder came of age when New England Republicans led the party, and patrician manners were boons to a Republican.",New England Republicans were weak.,contradiction,contradiction,entailment,True,False,0.4375,0.0,0.4375,0.0,120,34,False,True,False
4763,kind of like for the same reasons as you i just the care that goes into them and you know if i you know decide to take off for a week or so,I don't care what goes into them. ,contradiction,contradiction,entailment,True,False,1.0078125,-0.125,1.0078125,0.125,139,34,False,True,False
4767,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,"Keeping the old push mower is the best idea, since it gets the job done as fast as a power mower.",contradiction,contradiction,entailment,True,False,0.75390625,-1.376953125,0.75390625,1.376953125,270,97,False,True,False
4770,yeah no i don't know if there's any any series that i pay attention to i try to watch Cheers once in a while,I watch a ton of series.,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,108,24,False,True,False
4772,"But the door was locked?"" These exclamations burst from us disjointedly. ","""The door was unlocked!"", we all exclaimed coherently.",contradiction,contradiction,entailment,True,False,0.875,-0.375,0.875,0.375,73,54,False,True,False
4780,Recently I met a guy at a party over at San Barenakedino's.',I met a woman a the club in Williamsburg. ,contradiction,contradiction,entailment,True,False,0.125,-0.8671875,0.125,0.8671875,60,42,False,True,False
4791,But she's not like her photo one bit.,She looks exactly how I pictured her and she's exactly the girl in the photo. ,contradiction,contradiction,entailment,True,False,0.125,-0.25,0.125,0.25,37,78,False,True,False
4794,"If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.",He'd be able to do it even with a sick mom. ,contradiction,contradiction,entailment,True,False,0.375,-0.75,0.375,0.75,104,44,False,True,False
4795,"With their fluent Vietnamese and Mandarin, they help Tran understand her family's eligibility for Medi-Cal and food stamps, assist the 70-year-old woman in finding a place to live and advise abused women how they can stay in the country while staying away from their husbands.",Chan was not able to understand what they were saying. ,contradiction,contradiction,entailment,True,False,0.1875,0.0,0.1875,0.0,276,55,False,True,False
4801,you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,He talked about how everybody who paid 30 percent eventually went broke.,contradiction,contradiction,entailment,True,False,0.125,-0.5,0.125,0.5,107,72,False,True,False
4810,well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,We don't have a Channel 8.,contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,256,26,False,True,False
4811,so he donates a lot not everything but a lot of the material then what he doesn't donate we just go out and buy,He donates all of the material.,contradiction,contradiction,entailment,True,False,0.375,-0.125,0.375,0.125,111,31,False,True,False
4814,and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she's having French fries,She often eats meat unless she's having water.,contradiction,contradiction,entailment,True,False,1.125,-0.125,1.125,0.125,196,46,False,True,False
4822,"For a small fee, non-guests may use the beach and facilities at a number of Guadeloupe and Martinique hotels'a great convenience for island-hoppers.",The beach and facilities at a number of hotels for non-guests are free.,contradiction,contradiction,entailment,True,False,1.125,-0.25,1.125,0.25,148,71,False,True,False
4824,yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it,You are required to sign up for a major freshman year. ,contradiction,contradiction,entailment,True,False,0.375,-0.125,0.375,0.125,432,55,False,True,False
4833,Other Major Museums,A single minor museum.,contradiction,contradiction,entailment,True,False,0.125,0.0,0.125,0.0,19,22,False,True,False
4839,"There's nobody telling that landlord to fix the property, Simmons said. ",Simmons refused to comment on what the landlord had been told.,contradiction,contradiction,entailment,True,False,0.125,-0.49609375,0.125,0.49609375,72,62,False,True,False
4851,You did not understand that he believed Mademoiselle Cynthia guilty of the crime?,He believed Mademoiselle Cynthia innocent and you were aware?,contradiction,contradiction,entailment,True,False,0.25,-0.625,0.25,0.625,81,61,False,True,False
4858,"Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.",Some analysts wanted to make the old standards easier.,entailment,entailment,contradiction,True,False,0.5,-0.75,0.5,0.75,145,54,False,True,False
4875,yeah and the music and uh well it had an excellent story line Everything about it was good,there wasn't anything good about it,contradiction,contradiction,entailment,True,False,0.5,-0.375,0.5,0.375,90,35,False,True,False
4878,well i i'm doing computer science computer engineering,I am currently majoring in Biology at school.,contradiction,contradiction,entailment,True,False,0.8671875,-0.7421875,0.8671875,0.7421875,54,45,False,True,False
4884,"Anyway, thank you very much for trying to help us.",We are upset that you didn't try to help at all.,contradiction,contradiction,neutral,True,False,0.4375,-0.7421875,0.4375,0.7421875,50,48,False,True,False
4902,"Part 2), Confidentiality of Alcohol and Drug Abuse Patient Records.",Drug and alcohol records can be shared.,contradiction,contradiction,entailment,True,False,0.125,-0.125,0.125,0.125,67,39,False,True,False
4907,"My own little corner of the world, policy wonking, is an example.",An example is birdwatching.,contradiction,contradiction,entailment,True,False,0.7421875,-0.49609375,0.7421875,0.49609375,65,27,False,True,False
4910,oh  that's accommodating,That is disruptive.,contradiction,contradiction,entailment,True,False,0.25,-0.25,0.25,0.25,24,19,False,True,False
4917,"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",Under no circumstances should auditors ever ensure that copies will be made available.,contradiction,contradiction,entailment,True,False,0.875,-0.125,0.875,0.125,129,86,False,True,False
4939,yeah that's a nice place,It's awful and has no redeeming qualities. ,contradiction,contradiction,entailment,True,False,0.5,-0.25,0.5,0.25,24,43,False,True,False
4965,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Agencies believe that their current practices are sufficient to serve their function.,contradiction,contradiction,neutral,True,False,0.375,-0.75,0.375,0.75,281,85,False,True,False
4979,Update on the Democratic fund-raising scandal : 1) President Clinton said FBI agents denied him advance warning about Chinese influence-buying efforts by telling his aides to keep the information secret.,Clinton didn't remember anything about what had happened.,contradiction,contradiction,entailment,True,False,0.375,-0.875,0.375,0.875,203,57,False,True,False
4987,"Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."," if pH of scrubbing liquor becomes above a range of 5.0 to 6.0, additional reagent is required",contradiction,contradiction,entailment,True,False,1.1328125,-0.25,1.1328125,0.25,147,94,False,True,False
4994,Then he is very sure. ,He is not at all sure.,contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,22,22,False,True,False
5012,These rules were not used extensively.,These rules were used often and in high frequency.,contradiction,contradiction,entailment,True,False,0.25,-0.50390625,0.25,0.50390625,38,50,False,True,False
5016,… I succeeded in my false career.,My fake career was a success.,entailment,entailment,neutral,True,False,0.125,-0.125,0.125,0.125,33,29,False,True,False
5021,yeah plus uh you know look at the you know the besides the pollution the the aspect of invasion of privacy there's a big pollution aspect too i find i throw out a lot of those flyers and i have no interest in,I don't think that flyers are a big deal.,contradiction,contradiction,entailment,True,False,0.125,-0.5,0.125,0.5,208,41,False,True,False
5022,On the Use of Qualitative Methods in Policy  A Review of Three Multi-site Studies.,There were 2 multi-site studies ultimately being reviewed.,contradiction,contradiction,entailment,True,False,0.2578125,-0.375,0.2578125,0.375,82,58,False,True,False
5026,"No, I don't know. ",I do not know.,entailment,entailment,neutral,True,False,0.3828125,-0.25,0.3828125,0.25,18,14,False,True,False
5034,She wears either revealing clothes or professional clothes (or perhaps both).,Her clothes are either provocative or conservative.,entailment,entailment,contradiction,True,False,0.9375,-0.125,0.9375,0.125,77,51,False,True,False
5040,"It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights, the right to have free trade unions, the release of more than 200 political prisoners, debt relief, stronger penalties for corruption and pollution, no amnesty for Suharto and his fellow thieves, and a respite for the poor from the hardest edges of economic reform.",The only thing that can our society is more power to the presidential electors.,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,439,79,False,True,False
5044,i agree with you but did you see the map they drew up on uh on how they were gonna divide up the districts,They didn't draw anything.,contradiction,contradiction,entailment,True,False,0.8828125,-0.1875,0.8828125,0.1875,106,26,False,True,False
5048,Are you ready to train before our ride? Jon asked Adrin.,Jon and Adrin had never met each other.,contradiction,contradiction,entailment,True,False,0.4375,-0.24609375,0.4375,0.24609375,56,39,False,True,False
5051,All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.,The all-inclusive units are condos.,contradiction,contradiction,entailment,True,False,0.25,-0.125,0.25,0.125,94,35,False,True,False
5052,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker is being forced to leave the country.,entailment,entailment,contradiction,True,False,0.5625,-0.125,0.5625,0.125,91,53,False,True,False
5062,It vibrated under his hand.,"It sat in his hand still, devoid of movement or sound.",contradiction,contradiction,entailment,True,False,0.4921875,-0.375,0.4921875,0.375,27,54,False,True,False
5081,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I know exactly where Dances with Wolves was filmed.,contradiction,contradiction,entailment,True,False,0.375,-0.74609375,0.375,0.74609375,89,51,False,True,False
5083,Never know where they won't turn up next. ,Everyone knows where they will turn up next.,contradiction,contradiction,entailment,True,False,0.8828125,0.0,0.8828125,0.0,42,44,False,True,False
5086,substitute my my yeah my kid'll do uh four or five hours this week for me no problem,I won't be substituting anything in this case.,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,84,46,False,True,False
5100,"Robust  came in third among words and phrases submitted (220 citations in the CR ), and unlike the previous two, it seems to be a genuinely new cliche; at any rate, Chatterbox hadn't previously been aware of its overuse.",Robust came in last place among the submitted words and phrases.,contradiction,contradiction,entailment,True,False,0.125,-0.375,0.125,0.375,220,64,False,True,False
5102,during the whole war he never put out like a conservation a conservation effort for oil,The whole war we guarded the oil and tried to steal it.,contradiction,contradiction,entailment,True,False,0.3125,-0.125,0.3125,0.125,87,55,False,True,False
5116,they don't call them immigrants anymore that was back during my granddaddy's day,They used to call them immigrants.,entailment,entailment,contradiction,True,False,0.6171875,-0.25,0.6171875,0.25,80,34,False,True,False
5122,"This time around, Lloyd believes he's the Messiah.","This time, Lloyd believes he is a space ship travelling through space. ",contradiction,contradiction,entailment,True,False,0.625,-0.625,0.625,0.625,50,71,False,True,False
5134,"I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!",He was wearing gym clothes and made sure to shave his beard in order to look like Mr. Inglethorp. ,contradiction,contradiction,entailment,True,False,0.6328125,-0.37890625,0.6328125,0.37890625,162,98,False,True,False
5144,"8 A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product, while a stoichiometry of 1.05 is needed to produce waste suitable for a landfill.",A stoichiometry of 1.03 is typical when the FGD process is not producing gypsum by-product,contradiction,contradiction,entailment,True,False,0.75390625,-0.125,0.75390625,0.125,171,90,False,True,False
5151,"I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11.",The orders I made were not being offered for free.,entailment,entailment,contradiction,True,False,0.375,-0.49609375,0.375,0.49609375,134,50,False,True,False
5152,He walked out into the street and I followed.,I watched him go but didn't follow.,contradiction,contradiction,entailment,True,False,0.125,-0.125,0.125,0.125,45,35,False,True,False
5156,"Likewise, at their production decision reviews, these programs did not capture manufacturing and product reliability knowledge consistent with best practices.",Their production decision reviews located an anomaly in the data.,entailment,entailment,contradiction,True,False,0.0,-0.5,0.0,0.5,158,65,False,True,False
5170,"You will remember my saying that it was wise to beware of people who were not telling you the truth.""",The people all tell you the truth.,contradiction,contradiction,neutral,True,False,0.6875,-0.625,0.6875,0.625,101,34,False,True,False
5187,"It is also sometimes called simply Beaubourg, after the 13th-century neighborhood that surrounds it.",It is usually referred to as Little Paris because of the many French immigrants.,contradiction,contradiction,entailment,True,False,0.75,-0.375,0.75,0.375,100,80,False,True,False
5189,so we're expecting our local economy to,We have no expectations of our local economy.,contradiction,contradiction,neutral,True,False,0.8125,0.0,0.8125,0.0,39,45,False,True,False
5205,"'Not entirely,' I snapped, harsher than intended.","""Yes, entirely"" I shouted just as harsh as I intended to.",contradiction,contradiction,entailment,True,False,0.25,-0.625,0.25,0.625,49,57,False,True,False
5210,"Look here, you've been asking me a lot of questions.","Look here, you have barely asked me any question.",contradiction,contradiction,entailment,True,False,0.25,-0.6875,0.25,0.6875,52,49,False,True,False
5212,Because the paper did not say that.,The paper did not state as much.,entailment,entailment,neutral,True,False,0.75,-0.5,0.75,0.5,35,32,False,True,False
5227,"There is an exhibition of highland dress, showing how it developed through the centuries.","They don't discuss highland dress, only armour.",contradiction,contradiction,entailment,True,False,0.3125,-0.25,0.3125,0.25,89,47,False,True,False
5231,no it didn't,It did not.,entailment,entailment,contradiction,True,False,0.5,-0.5,0.5,0.5,12,11,False,True,False
5246,These alone could have valuable uses.,They aren't valueable. ,contradiction,contradiction,entailment,True,False,0.4375,0.0,0.4375,0.0,37,23,False,True,False
5290,i spent a number of years in the service as an intelligence analyst,I was only briefly in the service as a driver.,contradiction,contradiction,entailment,True,False,0.25,-0.25,0.25,0.25,67,46,False,True,False
5292,"She hates me.""",She does not like me. ,entailment,entailment,contradiction,True,False,1.109375,-0.125,1.109375,0.125,14,22,False,True,False
5294,you know things like that But i don't follow any team i check the scores the next morning and i know how everybody's doing and that suffices me But,It is enough for me to just check the scores in the morning.,entailment,entailment,contradiction,True,False,1.0,-0.37890625,1.0,0.37890625,147,60,False,True,False
5298,yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don't think it's like that any more but at that time uh it was very unfair capital punishment was a lot more  common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you didn't have to be um you didn't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um,"I never attended school, mom wouldn't let me.",contradiction,contradiction,entailment,True,False,0.125,-0.25,0.125,0.25,768,45,False,True,False
5314,yeah right uh-huh that's right yeah you you have to work on you really do,You don't really have to work at it.,contradiction,contradiction,entailment,True,False,0.625,-0.375,0.625,0.375,73,36,False,True,False
5340,Update on the Democratic fund-raising scandal : 1) President Clinton said FBI agents denied him advance warning about Chinese influence-buying efforts by telling his aides to keep the information secret.,Clinton said the agents had not told him anything about the issue.,entailment,entailment,contradiction,True,False,0.0,-0.25,0.0,0.25,203,66,False,True,False
5343,"[W]e have a book worthy of its subject--graceful, astonishingly well researched, yet imbued with a sense of flow that is rarely achieved at this level of scholarship, says Daphne Merkin in the New York Times Book Review . (See Sarah Kerr's review in Slate.)",The woman did not recommend anyone read the book.,contradiction,contradiction,entailment,True,False,0.7578125,-0.125,0.7578125,0.125,257,49,False,True,False
5350,i don't know how what it would take to be come up with a true perfect system or if one exists but,I can give you the solution that is the perfect answer.,contradiction,contradiction,entailment,True,False,0.25,-1.0625,0.25,1.0625,97,55,False,True,False
5371,"To their good fortune, he's proving them right.",He is showing that they are wrong.,contradiction,contradiction,entailment,True,False,0.125,-0.25,0.125,0.25,47,34,False,True,False
5384,"Oh my God, I'm actually intimidated by a Simulacra.",Simulacra does not intimidate me at all.,contradiction,contradiction,entailment,True,False,0.125,-0.25,0.125,0.25,51,40,False,True,False
5392,"I will practice The Look on old French ladies who are happy to have any old look at all, I say, and then, as I get the hang of it, move gradually into the big leagues.",I do not need to practice the look.,contradiction,contradiction,entailment,True,False,0.5,0.0,0.5,0.0,167,35,False,True,False
5399,because then they'll or you have a prescription,Either way you won't have a prescription.,contradiction,contradiction,entailment,True,False,0.625,-0.125,0.625,0.125,47,41,False,True,False
5404,Friendly staff.,The staff is rude to their customers.,contradiction,contradiction,entailment,True,False,0.6875,-0.5,0.6875,0.5,15,37,False,True,False
5407,"We've been a couple of mutts, who've bitten off a bigger bit than they can chew.",We can definitely manage what we've started.,contradiction,contradiction,entailment,True,False,0.2578125,-0.125,0.2578125,0.125,80,44,False,True,False
5412,"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.",contradiction,contradiction,entailment,True,False,0.875,-0.25,0.875,0.25,160,114,False,True,False
5416,"As a result, their services may be more effective when conducted in the emergency department environment.",Their services might be more effective if they're done in the OR.,contradiction,contradiction,entailment,True,False,0.375,0.0,0.375,0.0,105,65,False,True,False
5424,"If the collecting entity transfers the nonexchange revenue to the General Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.",Nonexchange revenue to the General Mills.,contradiction,contradiction,entailment,True,False,0.5625,-0.5,0.5625,0.5,175,41,False,True,False
5427,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,contradiction,contradiction,entailment,True,False,1.1171875,-0.125,1.1171875,0.125,125,45,False,True,False
5437,Great mistake to say too much.,The best thing to do was to say everything they knew.,contradiction,contradiction,entailment,True,False,0.9375,-0.125,0.9375,0.125,30,53,False,True,False
5456,Each of them was as tough as a thick tree and loyal to the death.,None of them were loyal to anything.,contradiction,contradiction,entailment,True,False,0.9375,-0.37109375,0.9375,0.37109375,65,36,False,True,False
5460,"What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.",There is increasing evidence that the board brought in experts to evaluate Tripp prior to making an offer. ,contradiction,contradiction,entailment,True,False,1.0,-0.62890625,1.0,0.62890625,105,107,False,True,False
5487,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).",The executives didn't implement the government performance and results act,contradiction,contradiction,entailment,True,False,0.5,-0.125,0.5,0.125,111,74,False,True,False
5492,"Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.",58% of Columbia/HCA's beds are full.,contradiction,contradiction,entailment,True,False,1.2421875,0.0,1.2421875,0.0,96,36,False,True,False
5510,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,contradiction,contradiction,entailment,True,False,1.078125,-0.125,1.078125,0.125,89,83,False,True,False
5529,"Two separate, exhaustive shots posted simultaneously?",These shots will be posted at different times.,contradiction,contradiction,entailment,True,False,0.125,-0.12109375,0.125,0.12109375,53,46,False,True,False
5533,"In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.",The payments were from fiscal year 2002.,contradiction,contradiction,entailment,True,False,1.25,-0.25390625,1.25,0.25390625,93,40,False,True,False
5539,"No, Dave Hanson, you were too important to us for that.","Yes,Dave Man, you are not important to us.",contradiction,contradiction,entailment,True,False,0.75,-0.4375,0.75,0.4375,55,42,False,True,False
5546,But there's SOMETHING.,There's absolutely nothing in there.,contradiction,contradiction,entailment,True,False,0.5,-0.25,0.5,0.25,22,36,False,True,False
5550,"To some critics, the mystery isn't, as Harris suggests, how women throughout history have exploited their sexual power over men, but how pimps like him have come away with the profit.",Harris suggests that it's a mystery how women have exploited men with their sexual power.,entailment,entailment,contradiction,True,False,0.625,-0.87890625,0.625,0.87890625,183,89,False,True,False
5552,"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.","The uncle had no match in administration; certainly not in his inefficient and careless nephew, Charles Brooke.",contradiction,contradiction,entailment,True,False,0.5,-0.375,0.5,0.375,157,111,False,True,False
5559,"This testing of the marketplace may range from written or telephone contacts with knowledgeable federal and non-federal experts regarding similar or duplicate requirements and the results of any market test recently undertaken, to the more formal sources-sought announcements in pertinent publications (e.g.",This marketplace testing should involve only formal surveys.,contradiction,contradiction,neutral,True,False,1.3203125,-0.125,1.3203125,0.125,307,60,False,True,False
5560,We have done that spectacularly.,The end results of our work was dismal and disappointing. ,contradiction,contradiction,entailment,True,False,0.6171875,-0.25,0.6171875,0.25,32,58,False,True,False
5567,"But I guess I can take it we were wrong, pursued Julius.",Julius believed that we were accurate.  ,contradiction,contradiction,entailment,True,False,0.1875,-0.125,0.1875,0.125,56,40,False,True,False
5597,um-hum yeah i know what that's like uh-huh,I have no idea what that is like.,contradiction,contradiction,neutral,True,False,0.5,-1.0,0.5,1.0,42,33,False,True,False
5600,How effectively DOD manages these funds will determine whether it receives a good return on its investment.,The DOD is certain to have a bad return on these funds.,contradiction,contradiction,entailment,True,False,0.75,0.0,0.75,0.0,107,55,False,True,False
5602,"Sandstone and granite were the materials used to build the Baroque church of Bom Jesus, famous for its casket of St. Francis Xavier's relics in the mausoleum to the right of the altar.","St. Francis Xavier's relics were never recovered, unfortunately.",contradiction,contradiction,entailment,True,False,0.1875,-0.125,0.1875,0.125,184,64,False,True,False
5612,yeah well are you you with TI,Yeah well are you with the FBI?,contradiction,contradiction,entailment,True,False,1.1171875,-0.5546875,1.1171875,0.5546875,29,31,False,True,False
5628,well so okay you need to get married and have kids and then when they're big enough you can have them go do the yard  and you can do what you want to do,The reason to have children is so that they can do yardwork.,entailment,entailment,contradiction,True,False,0.265625,-0.25,0.265625,0.25,152,60,False,True,False
5638,"The remaining parts of the north, although enticing, are difficult to explore.",The north's remainder is quite simple and self-explanatory even for beginners.,contradiction,contradiction,entailment,True,False,0.4375,-0.125,0.4375,0.125,78,78,False,True,False
5640,"As black as it is, Heathers has the same theme as the Ringwald/Cusack movies.",Heather's was cheerful and unlike a Molly Ringwald movie,contradiction,contradiction,entailment,True,False,0.625,-0.62890625,0.625,0.62890625,77,56,False,True,False
5644,Visit at sundown or out of season to get the full flavor of the setting.,Visit mid day in tourist season to fully understand.,contradiction,contradiction,entailment,True,False,0.7578125,0.0,0.7578125,0.0,72,52,False,True,False
5647,The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better.,Men who have become rich and famous by telling everyone else how to be better are making people fed up.,contradiction,contradiction,entailment,True,False,0.375,-0.125,0.375,0.125,113,103,False,True,False
5657,the hologram makes up all these things and uh i mean sometimes  sometimes it's funny sometimes it's not but uh you know it's something to pass the time until we do and then and then we watch football,We have nothing to do but stare at the walls til the game starts.,contradiction,contradiction,entailment,True,False,0.5,-0.6875,0.5,0.6875,199,65,False,True,False
5658,"Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.",The promise of our government won't be fulfilled until all of society can afford access. ,entailment,entailment,contradiction,True,False,0.875,-0.125,0.875,0.125,122,89,False,True,False
