doc_id,question,choices,correct_answer,llada_prediction,llama_prediction,llada_correct,llama_correct,llada_margin,llama_margin,llada_confidence,llama_confidence,question_length,num_choices,agreement,llada_advantage,llama_advantage
935,"Q: Kendall took Skylar's schedule into account when planning the trip for their summer vacation. How would you describe Kendall? 
  choice: Include Skylar
  choice: Pleased
  choice: Supported
A:","['Supported', 'Include Skylar', 'Pleased']",Supported,Include Skylar,Include Skylar,False,False,-8.666915208101273,-3.3515625,8.666915208101273,3.3515625,195,3,True,False,False
936,"Q: jordan went to prison for 25 years for armed robbery and paid their debt to society. Why did Jordan do this? 
  choice: Get a job
  choice: He had no choice
  choice: Pay his debt back to society
A:","['He had no choice', 'Get a job', 'Pay his debt back to society']",He had no choice,Pay his debt back to society,He had no choice,False,True,-4.331770718097687,1.171875,4.331770718097687,1.171875,201,3,False,False,True
937,"Q: Addison had a day off work and decided to go to a theme park. Why did Addison do this? 
  choice: Go on the rides
  choice: Have fun
  choice: Wanted to be thrilled
A:","['Wanted to be thrilled', 'Go on the rides', 'Have fun']",Have fun,Have fun,Go on the rides,True,False,1.6160971522331238,-0.625,1.6160971522331238,0.625,170,3,False,True,False
938,"Q: Alex went on a camping trip with their cousin. Alex grew closer to their cousin that weekend. How would you describe Alex? 
  choice: A bad person
  choice: A kind person
  choice: Happy
A:","['Happy', 'A kind person', 'A bad person']",Happy,A kind person,A kind person,False,False,-1.4094533175230026,-1.88671875,1.4094533175230026,1.88671875,192,3,True,False,False
939,"Q: Remy took this job seriously and she was fired. How would Remy feel afterwards? 
  choice: A jobless person
  choice: Confused
  choice: Happy
A:","['Confused', 'A jobless person', 'Happy']",Confused,A jobless person,Confused,False,True,-7.24185174703598,0.09375,7.24185174703598,0.09375,148,3,False,False,True
940,"Q: Riley was really hungry so she ate Jordan's bread. How would you describe Riley? 
  choice: Happy
  choice: Looking at some of the reasons to hungry
  choice: Uncaring
A:","['Looking at some of the reasons to hungry', 'Happy', 'Uncaring']",Uncaring,Happy,Happy,False,False,-4.486561149358749,-2.375,4.486561149358749,2.375,173,3,True,False,False
941,"Q: Jan started to put the moves on the new boy at school because they were wildly attracted to the boy. What will the boy want to do next? 
  choice: Like him
  choice: Make love to Jan
  choice: Respond to Jan
A:","['Respond to Jan', 'Make love to Jan', 'Like him']",Respond to Jan,Respond to Jan,Make love to Jan,True,False,3.496171023696661,-0.4375,3.496171023696661,0.4375,213,3,False,True,False
942,"Q: Jan went out with Quinn's friends and told them a lot of negative rumors about Quinn. What will happen to Quinn? 
  choice: Be called a snitch
  choice: Become the leader of Quinn's friends
  choice: Defend themselves
A:","[""Become the leader of Quinn's friends"", 'Be called a snitch', 'Defend themselves']",Defend themselves,Be called a snitch,Be called a snitch,False,False,-1.8864369224756956,-1.5,1.8864369224756956,1.5,223,3,True,False,False
943,"Q: Austin interfered with Sydney by blocking her way to the teachers desk. What will happen to Austin? 
  choice: Be well liked
  choice: Receive negative feedback
  choice: Stand still
A:","['Be well liked', 'Stand still', 'Receive negative feedback']",Receive negative feedback,Receive negative feedback,Be well liked,True,False,5.786167364567518,-0.296875,5.786167364567518,0.296875,188,3,False,True,False
944,"Q: Skylar entered the principal's office at school to receive the appropriate discipline. How would you describe Skylar? 
  choice: Disobedient
  choice: Kindhearted
  choice: Respectful to authority
A:","['Respectful to authority', 'Kindhearted', 'Disobedient']",Disobedient,Disobedient,Disobedient,True,True,0.460994616150856,1.0703125,0.460994616150856,1.0703125,202,3,True,False,False
945,"Q: Taylor planned the trip on behalf of the entire group. How would Others feel as a result? 
  choice: Like they are in good hands
  choice: Nervous
  choice: Ungrateful
A:","['Ungrateful', 'Like they are in good hands', 'Nervous']",Like they are in good hands,Like they are in good hands,Like they are in good hands,True,True,11.833943149074912,1.7265625,11.833943149074912,1.7265625,173,3,True,False,False
946,"Q: Because he was very good at throwing galas, and his best friend asked him, Lee planned a wedding. What does Lee need to do before this? 
  choice: Arrange for flowers
  choice: Buy a wedding ring
  choice: Make hotel reservations
A:","['Buy a wedding ring', 'Arrange for flowers', 'Make hotel reservations']",Arrange for flowers,Buy a wedding ring,Arrange for flowers,False,True,-2.0433257445693016,1.7109375,2.0433257445693016,1.7109375,235,3,False,False,True
947,"Q: Jordan loved photography and wanted to get a new equipment. What will Jordan want to do next? 
  choice: Buy a lens
  choice: Buy a tape
  choice: Choose a new one
A:","['Buy a lens', 'Choose a new one', 'Buy a tape']",Buy a lens,Choose a new one,Buy a lens,False,True,-1.9548355266451836,0.921875,1.9548355266451836,0.921875,169,3,False,False,True
948,"Q: Kai lit a fire and it blew up. What will Kai want to do next? 
  choice: Get a lighter
  choice: Make the fire bigger
  choice: Put the fire out
A:","['Put the fire out', 'Make the fire bigger', 'Get a lighter']",Put the fire out,Get a lighter,Get a lighter,False,False,-2.0961134284734726,-1.03125,2.0961134284734726,1.03125,150,3,True,False,False
949,"Q: Cameron picked Robin up from the airport, put her luggage in the trunk, and took her home. What does Cameron need to do before this? 
  choice: Drive to the airport before this
  choice: Get his pilot license before this
  choice: Talk with Robin
A:","['Drive to the airport before this', 'Get his pilot license before this', 'Talk with Robin']",Drive to the airport before this,Drive to the airport before this,Drive to the airport before this,True,True,4.065761432051659,1.3515625,4.065761432051659,1.3515625,252,3,True,False,False
950,"Q: Cameron took Kai's complaints of dangerous working conditions in the factory seriously. What changes will Kai want to be made next? 
  choice: Close the factory
  choice: Fired
  choice: Sprinklers installed
A:","['Sprinklers installed', 'Fired', 'Close the factory']",Sprinklers installed,Sprinklers installed,Close the factory,True,False,1.3881668895483017,-0.046875,1.3881668895483017,0.046875,213,3,False,True,False
951,"Q: Remy took this story into account and typed it into the computer that night. What will Others want to do next? 
  choice: Lazy
  choice: Passive
  choice: Smart
A:","['Passive', 'Lazy', 'Smart']",Smart,Smart,Smart,True,True,1.875,0.6875,1.875,0.6875,166,3,True,False,False
952,"Q: Kai was saving for a car because theirs broke down, so Kai saved all their money. What does Kai need to do before this? 
  choice: Buy a new car
  choice: Have a broken car
  choice: Have just bought a car
A:","['Have a broken car', 'Buy a new car', 'Have just bought a car']",Have a broken car,Have a broken car,Have a broken car,True,True,4.249692320823669,0.140625,4.249692320823669,0.140625,211,3,True,False,False
953,"Q: Aubrey never told Riley the truth about what happened last night. What will Riley want to do next? 
  choice: Figure out the truth
  choice: Have a serious conversation
  choice: Sit Riley down
A:","['Figure out the truth', 'Have a serious conversation', 'Sit Riley down']",Figure out the truth,Figure out the truth,Figure out the truth,True,True,0.0389581024646759,2.203125,0.0389581024646759,2.203125,199,3,True,False,False
954,"Q: Lee challenged Rob to a fight after school for hitting on his girlfriend. What will Rob want to do next? 
  choice: Defend his girlfriend
  choice: Injure Rob
  choice: Talk it over
A:","['Injure Rob', 'Defend his girlfriend', 'Talk it over']",Talk it over,Defend his girlfriend,Defend his girlfriend,False,False,-1.8946862295269966,-0.34375,1.8946862295269966,0.34375,187,3,True,False,False
955,"Q: Taylor gave his friend a high five after his friend made a basket in their game. What does Taylor need to do before this? 
  choice: Go home with the ball
  choice: Run into position
  choice: Throw the ball to his friend
A:","['Go home with the ball', 'Run into position', 'Throw the ball to his friend']",Throw the ball to his friend,Run into position,Run into position,False,False,-4.661792308092117,-1.484375,4.661792308092117,1.484375,227,3,True,False,False
956,"Q: austin was a attractive girl who had a crush on me, so she batted her eyelashes at me. What does Austin need to do before this? 
  choice: Avoid me
  choice: Know who i am
  choice: Show their crush
A:","['Show their crush', 'Know who i am', 'Avoid me']",Know who i am,Show their crush,Avoid me,False,False,-2.3766492158174515,-1.765625,2.3766492158174515,1.765625,204,3,True,False,False
957,"Q: alex saw taylor last night while they were on a date with someone who wasn't their spouse. How would Taylor feel as a result? 
  choice: Afraid alex will tell
  choice: Happy about the situation
  choice: Very guilty
A:","['Very guilty', 'Happy about the situation', 'Afraid alex will tell']",Afraid alex will tell,Afraid alex will tell,Afraid alex will tell,True,True,6.9735958725214005,0.09375,6.9735958725214005,0.09375,222,3,True,False,False
958,"Q: Riley wanted to stop by the lake to feed the ducks so she took the long way home. Why did Riley take the long way home? 
  choice: Avoid traffic
  choice: Enjoys looking at ducks
  choice: Take her time
A:","['Take her time', 'Avoid traffic', 'Enjoys looking at ducks']",Enjoys looking at ducks,Enjoys looking at ducks,Enjoys looking at ducks,True,True,6.201905734837055,0.25,6.201905734837055,0.25,208,3,True,False,False
959,"Q: Jesse was teaching class and used the lessons through out the book. How would Jesse feel afterwards? 
  choice: A good teacher
  choice: Good for helping people learn
  choice: Good they teach class
A:","['A good teacher', 'Good for helping people learn', 'Good they teach class']",Good for helping people learn,Good for helping people learn,A good teacher,True,False,0.6515952348709106,-1.6796875,0.6515952348709106,1.6796875,204,3,False,True,False
960,"Q: taylor knew kai was ignorant so he filled kai's mind with dangerous ideas. What will happen to Kai? 
  choice: Guilty
  choice: Indoctrinate a person
  choice: Kai will do something stupid
A:","['Guilty', 'Indoctrinate a person', 'Kai will do something stupid']",Kai will do something stupid,Kai will do something stupid,Kai will do something stupid,True,True,1.26034814119339,1.171875,1.26034814119339,1.171875,194,3,True,False,False
961,"Q: Jan moved to a new town and found to friends. What will Jan want to do next? 
  choice: Find a job in their new town
  choice: Find a place to live in their new town
  choice: Talk to their friends
A:","['Talk to their friends', 'Find a job in their new town', 'Find a place to live in their new town']",Talk to their friends,Talk to their friends,Find a job in their new town,True,False,1.5736403167247772,-1.859375,1.5736403167247772,1.859375,203,3,False,True,False
962,"Q: Kai sold his TV to the bidder on eBay after a month had passed. What will Kai want to do next? 
  choice: Bank the money
  choice: Did this to get rid of it
  choice: Keep the TV
A:","['Keep the TV', 'Did this to get rid of it', 'Bank the money']",Bank the money,Bank the money,Bank the money,True,True,2.6096487790346146,2.0546875,2.6096487790346146,2.0546875,184,3,True,False,False
963,"Q: Lee had moved away from home a few months ago and he had the blues. How would you describe Lee? 
  choice: Content
  choice: Sad
  choice: Satisfied
A:","['Content', 'Satisfied', 'Sad']",Sad,Sad,Sad,True,True,7.765625,2.4453125,7.765625,2.4453125,154,3,True,False,False
964,"Q: Jan gave birth to his first a daughter last Monday. What will happen to Others? 
  choice: Be happy for Jan
  choice: Doctors will be confused by Jan
  choice: Get a car for the baby
A:","['Get a car for the baby', 'Be happy for Jan', 'Doctors will be confused by Jan']",Be happy for Jan,Be happy for Jan,Be happy for Jan,True,True,8.750845685601234,1.25,8.750845685601234,1.25,188,3,True,False,False
965,"Q: Riley was the best of friends with his pals and had a good heart. What will Riley want to do next? 
  choice: Be compassionate
  choice: Live poorly
  choice: Spend time with friends
A:","['Live poorly', 'Be compassionate', 'Spend time with friends']",Spend time with friends,Be compassionate,Be compassionate,False,False,-1.2900990545749664,-1.3203125,1.2900990545749664,1.3203125,188,3,True,False,False
966,"Q: Aubrey was making extra money by babysitting Tracey's kids for the summer. What will Tracy want to do next? 
  choice: Let Aubrey know that they are appreciated
  choice: Pay off her college tuition
  choice: Save up for a vacation
A:","['Save up for a vacation', 'Let Aubrey know that they are appreciated', 'Pay off her college tuition']",Let Aubrey know that they are appreciated,Let Aubrey know that they are appreciated,Let Aubrey know that they are appreciated,True,True,6.240296021103859,0.46875,6.240296021103859,0.46875,237,3,True,False,False
967,"Q: Carson put food on the table for their family and children at dinnertime. What does Carson need to do before this? 
  choice: Buy the food
  choice: Not buy the food
  choice: Not cook the food
A:","['Buy the food', 'Not buy the food', 'Not cook the food']",Buy the food,Buy the food,Buy the food,True,True,10.002124607563019,1.25,10.002124607563019,1.25,199,3,True,False,False
968,"Q: Kai had got into bed and felt relaxed. How would you describe Kai? 
  choice: Content
  choice: Feeling tired
  choice: Wanting to leave
A:","['Feeling tired', 'Wanting to leave', 'Content']",Feeling tired,Content,Feeling tired,False,True,-7.570720672607422,1.125,7.570720672607422,1.125,142,3,False,False,True
969,"Q: Riley saw Jesse and regarded Jesse with hurtful eyes after what happened. What will happen to Riley? 
  choice: Cheer up Jesse
  choice: Cry
  choice: Go be alone
A:","['Go be alone', 'Cry', 'Cheer up Jesse']",Cry,Cheer up Jesse,Cheer up Jesse,False,False,-3.772421643137932,-4.32421875,3.772421643137932,4.32421875,168,3,True,False,False
970,"Q: Cameron continued playing with the ball even after it became deflated. What does Cameron need to do before this? 
  choice: Find a ball
  choice: Get a stick
  choice: Run inside
A:","['Get a stick', 'Run inside', 'Find a ball']",Find a ball,Find a ball,Find a ball,True,True,3.874158523976803,1.6171875,3.874158523976803,1.6171875,184,3,True,False,False
971,"Q: Cameron took Kai's complaints seriously after Kai came to her crying about the event. What will Cameron want to do next? 
  choice: Be kind
  choice: Investigate the matter
  choice: Put the matter off
A:","['Be kind', 'Put the matter off', 'Investigate the matter']",Investigate the matter,Investigate the matter,Be kind,True,False,5.44389334321022,-0.96875,5.44389334321022,0.96875,207,3,False,True,False
972,"Q: Kendall and Jordan were at a scary movie and Kendall grabbed Jordan's hands. What will happen to Jordan? 
  choice: Comfort
  choice: She will be less scared
  choice: Their hands will hurt
A:","['She will be less scared', 'Comfort', 'Their hands will hurt']",She will be less scared,Comfort,Comfort,False,False,-0.8728124350309372,-1.5390625,0.8728124350309372,1.5390625,195,3,True,False,False
973,"Q: Taylor attended their father's birthday party so that their father would feel that they were loved. Why did Taylor do this? 
  choice: Be kind
  choice: Know about the party
  choice: Know about their birthday
A:","['Be kind', 'Know about the party', 'Know about their birthday']",Be kind,Be kind,Be kind,True,True,4.704512864351273,2.5625,4.704512864351273,2.5625,215,3,True,False,False
974,"Q: Taylor pissed on Jesse's bonfire after getting into a fight with Jesse over a girl. What will happen to Jesse? 
  choice: Jessie will high five Taylor
  choice: Jessie will hug Taylor
  choice: With attack Taylor
A:","['Jessie will hug Taylor', 'Jessie will high five Taylor', 'With attack Taylor']",With attack Taylor,With attack Taylor,Jessie will high five Taylor,True,False,0.5149933025240898,-0.9375,0.5149933025240898,0.9375,218,3,False,True,False
975,"Q: Jesse made popcorn for them and Lee before they were going to watch a movie. Why did Jesse do this? 
  choice: Have popcorn
  choice: Learn to make popcorn
  choice: They would have a snack for the movie
A:","['Have popcorn', 'They would have a snack for the movie', 'Learn to make popcorn']",They would have a snack for the movie,They would have a snack for the movie,They would have a snack for the movie,True,True,8.036373060196638,1.36328125,8.036373060196638,1.36328125,209,3,True,False,False
976,"Q: Carson gave her some milk to try to get the baby to stop crying. What will happen to the baby? 
  choice: Drink water
  choice: Hope the milk will work
  choice: Stop crying
A:","['Hope the milk will work', 'Drink water', 'Stop crying']",Stop crying,Hope the milk will work,Hope the milk will work,False,False,-1.256922997534275,-0.8046875,1.256922997534275,0.8046875,179,3,True,False,False
977,"Q: Riley felt worse after staying up to late the night before. How would Riley feel afterwards? 
  choice: Excited afterwards
  choice: Unwell afterwards
  choice: Well rested afterwards
A:","['Unwell afterwards', 'Excited afterwards', 'Well rested afterwards']",Unwell afterwards,Unwell afterwards,Unwell afterwards,True,True,4.157421179115772,0.09375,4.157421179115772,0.09375,189,3,True,False,False
978,"Q: Someone stole Kendall's purse and she was able to snatch it back right away. What will Others want to do next? 
  choice: Cry hard
  choice: Run away
  choice: Slap his friend
A:","['Run away', 'Cry hard', 'Slap his friend']",Run away,Run away,Cry hard,True,False,0.41419288516044617,-0.609375,0.41419288516044617,0.609375,181,3,False,True,False
979,"Q: Lee gave his mom a special gift for their birthday that year. What will happen to Lee? 
  choice: Bad about themselves
  choice: Be thanked for the gift by their mother
  choice: Give the gift
A:","['Bad about themselves', 'Give the gift', 'Be thanked for the gift by their mother']",Be thanked for the gift by their mother,Be thanked for the gift by their mother,Be thanked for the gift by their mother,True,True,4.800437122583389,0.15625,4.800437122583389,0.15625,198,3,True,False,False
980,"Q: Alex was the grandmother of Sheila, who had two children but was a drug and neglected the kids. How would Alex feel afterwards? 
  choice: Bad about betraying Sheila
  choice: Grateful to Sheila
  choice: Justified
A:","['Bad about betraying Sheila', 'Grateful to Sheila', 'Justified']",Bad about betraying Sheila,Bad about betraying Sheila,Bad about betraying Sheila,True,True,4.645424049347639,0.828125,4.645424049347639,0.828125,220,3,True,False,False
981,"Q: Aubrey thought hard, then asked her parents for advice. Why did Aubrey do this? 
  choice: Because their parents knew everything
  choice: Because their parents were in charge
  choice: Couldn't make up their mind
A:","[""Couldn't make up their mind"", 'Because their parents were in charge', 'Because their parents knew everything']",Couldn't make up their mind,Couldn't make up their mind,Because their parents were in charge,True,False,6.989568179473281,-3.9453125,6.989568179473281,3.9453125,219,3,False,True,False
982,"Q: Carson had a stressful day at work, so Carson went to a friend's house to play video games. How would Carson feel afterwards? 
  choice: Much more relaxed
  choice: Overworked
  choice: Tense
A:","['Overworked', 'Much more relaxed', 'Tense']",Much more relaxed,Much more relaxed,Much more relaxed,True,True,13.34597609192133,2.734375,13.34597609192133,2.734375,197,3,True,False,False
983,"Q: Sydney opened a savings account after learning about getting interest on their money. What does Sydney need to do before this? 
  choice: Become rich
  choice: Do little research
  choice: Do some research
A:","['Do little research', 'Do some research', 'Become rich']",Do some research,Do some research,Do some research,True,True,5.856199327856302,1.375,5.856199327856302,1.375,211,3,True,False,False
984,"Q: Lee had lost their job so they had a yard sell and sold things. Why did Lee do this? 
  choice: Because the things were in the way
  choice: Didn't need the things
  choice: Needed to pay bills
A:","['Because the things were in the way', 'Needed to pay bills', ""Didn't need the things""]",Needed to pay bills,Needed to pay bills,Didn't need the things,True,False,4.290109157562256,-0.6171875,4.290109157562256,0.6171875,199,3,False,True,False
985,"Q: Tracy just got her driver's license and a new car. Tracy was driving to school now. What does Tracy need to do before this? 
  choice: Get to class
  choice: Get to school
  choice: Pass her driver's test
A:","[""Pass her driver's test"", 'Get to school', 'Get to class']",Pass her driver's test,Pass her driver's test,Get to school,True,False,5.810878708958626,-2.1953125,5.810878708958626,2.1953125,210,3,False,True,False
986,"Q: Jordan told a funny joke and his friends laughed very hard at it. What will happen to Jordan? 
  choice: Go to bed
  choice: Good
  choice: Steal some money
A:","['Steal some money', 'Good', 'Go to bed']",Good,Good,Go to bed,True,False,4.541444778442383,-0.8984375,4.541444778442383,0.8984375,162,3,False,True,False
987,"Q: Riley took the highest bid and sold Sydney's house to the bidder. What will Riley want to do next? 
  choice: Destroy the papers
  choice: Finish the paperwork
  choice: Throw away the papers
A:","['Throw away the papers', 'Destroy the papers', 'Finish the paperwork']",Finish the paperwork,Finish the paperwork,Finish the paperwork,True,True,4.623534049838781,0.34375,4.623534049838781,0.34375,197,3,True,False,False
988,"Q: Bailey passed Jesse an examination booklet during the final exam in biology class. What will Bailey want to do next? 
  choice: Tear the examination booklet up
  choice: Tell the teacher what Bailey did
  choice: Thank Bailey for letting her see the examination booklet
A:","['Tear the examination booklet up', 'Tell the teacher what Bailey did', 'Thank Bailey for letting her see the examination booklet']",Thank Bailey for letting her see the examination booklet,Thank Bailey for letting her see the examination booklet,Tear the examination booklet up,True,False,0.9577343029668555,-1.7578125,0.9577343029668555,1.7578125,275,3,False,True,False
989,"Q: Alex is a politician in charge of his electoral district whole role affects the people around him. What will Others want to do next? 
  choice: Be elected to office
  choice: Obey the law
  choice: Run for office
A:","['Run for office', 'Be elected to office', 'Obey the law']",Obey the law,Run for office,Be elected to office,False,False,-3.1895419135689735,-1.296875,3.1895419135689735,1.296875,218,3,True,False,False
990,"Q: Lee spent the whole night trying and after many hours finally solved the equation. How would you describe Lee? 
  choice: Irritated with how long the problem took
  choice: Relieved to finally have the answer
  choice: Very determined
A:","['Irritated with how long the problem took', 'Very determined', 'Relieved to finally have the answer']",Very determined,Very determined,Relieved to finally have the answer,True,False,1.8151965513825417,-1.0,1.8151965513825417,1.0,240,3,False,True,False
991,"Q: Kai observed and improved Jan's work. What will Kai want to do next? 
  choice: Be effective
  choice: Get incredible
  choice: Get praise
A:","['Be effective', 'Get praise', 'Get incredible']",Get praise,Be effective,Be effective,False,False,-8.211836993694305,-1.7734375,8.211836993694305,1.7734375,144,3,True,False,False
992,"Q: Sydney gave a raise to all of the people that worked at her company. What will Others want to do next? 
  choice: Be lazy
  choice: Get another raise
  choice: Quit their job
A:","['Quit their job', 'Get another raise', 'Be lazy']",Get another raise,Get another raise,Get another raise,True,True,5.150034047663212,0.390625,5.150034047663212,0.390625,180,3,True,False,False
993,"Q: Carson was trying to work a crossword puzzle and could not solve it; he was frustrated. What does Carson need to do before this? 
  choice: Eat some vegetables
  choice: Lay down
  choice: Make sure he had all the puzzle pieces
A:","['Eat some vegetables', 'Lay down', 'Make sure he had all the puzzle pieces']",Make sure he had all the puzzle pieces,Make sure he had all the puzzle pieces,Make sure he had all the puzzle pieces,True,True,4.857553139328957,1.421875,4.857553139328957,1.421875,233,3,True,False,False
994,"Q: Kendall went to the movies with Jan's friends when Jan was away. What will Kendall want to do next? 
  choice: Call Jan
  choice: Go to another movie
  choice: Ignore Jan's friends
A:","[""Ignore Jan's friends"", 'Go to another movie', 'Call Jan']",Call Jan,Call Jan,Call Jan,True,True,4.7098817601799965,1.953125,4.7098817601799965,1.953125,186,3,True,False,False
995,"Q: Jordan had a hard time empathizing with other people around them. How would you describe Jordan? 
  choice: A good listener
  choice: Living in a bubble
  choice: The people empathizing to hard time
A:","['The people empathizing to hard time', 'Living in a bubble', 'A good listener']",Living in a bubble,Living in a bubble,The people empathizing to hard time,True,False,2.233362779021263,-0.09375,2.233362779021263,0.09375,204,3,False,True,False
996,"Q: Jesse and Addison started dating.  Addison invited Jesse on a camping trip with their friends. What does Jesse need to do before this? 
  choice: Ignore Addison
  choice: Meet and speak with her friends
  choice: Pack for camping
A:","['Meet and speak with her friends', 'Pack for camping', 'Ignore Addison']",Meet and speak with her friends,Meet and speak with her friends,Pack for camping,True,False,2.4783640280365944,-0.5,2.4783640280365944,0.5,235,3,False,True,False
997,"Q: Carson took pictures of all of the children at the birthday party. How would the parents feel as a result? 
  choice: Angry about what Carson did
  choice: Happy to have the souvenir
  choice: Made about all of the pictures
A:","['Made about all of the pictures', 'Angry about what Carson did', 'Happy to have the souvenir']",Happy to have the souvenir,Happy to have the souvenir,Angry about what Carson did,True,False,0.7722776830196381,-0.1875,0.7722776830196381,0.1875,229,3,False,True,False
998,"Q: It was time to end work for Carson and Austin took over for them. What will happen to Austin? 
  choice: Do their best
  choice: Go home
  choice: Rest
A:","['Go home', 'Rest', 'Do their best']",Do their best,Do their best,Do their best,True,True,2.713344618678093,1.046875,2.713344618678093,1.046875,157,3,True,False,False
999,"Q: Cameron heard that they had gone missing and so he spent hours looking until he found Skylar's friends. How would you describe Cameron? 
  choice: Dedicated to a task
  choice: Indifferent to people
  choice: Someone who hate helping people
A:","['Dedicated to a task', 'Indifferent to people', 'Someone who hate helping people']",Dedicated to a task,Dedicated to a task,Dedicated to a task,True,True,8.79158240556717,2.9296875,8.79158240556717,2.9296875,246,3,True,False,False
1000,"Q: Quinn murders Remy's wife on that cold winters night in December. What will happen to Remy? 
  choice: He will be punished
  choice: He will go to jail
  choice: Seek revenge
A:","['Seek revenge', 'He will go to jail', 'He will be punished']",Seek revenge,He will be punished,He will be punished,False,False,-2.5705825313925743,-2.375,2.5705825313925743,2.375,180,3,True,False,False
1001,"Q: Robin went with Jan's friends to school to register for classes. What does Robin need to do before this? 
  choice: Get information requirements
  choice: Go to the classes first
  choice: Talk to the gym teacher
A:","['Talk to the gym teacher', 'Get information requirements', 'Go to the classes first']",Get information requirements,Get information requirements,Get information requirements,True,True,3.0272878259420395,1.5,3.0272878259420395,1.5,218,3,True,False,False
1002,"Q: Robin got gas at the gas station and payed for what they bought. How would you describe Robin? 
  choice: Someone that asked about fuel
  choice: Someone that has fuel
  choice: Worried
A:","['Worried', 'Someone that has fuel', 'Someone that asked about fuel']",Someone that has fuel,Someone that has fuel,Someone that asked about fuel,True,False,0.3987838998436928,-0.015625,0.3987838998436928,0.015625,191,3,False,True,False
1003,"Q: Robin pumped their gas at the station and spilled the gas on herself. How would Robin feel afterwards? 
  choice: As accident prone
  choice: Happy
  choice: Scared
A:","['As accident prone', 'Happy', 'Scared']",As accident prone,Scared,As accident prone,False,True,-2.6803924217820168,0.984375,2.6803924217820168,0.984375,170,3,False,False,True
1004,"Q: Austin blew smoke from his lips as he sat on the bench and puffed on his pipe. What does Austin need to do before this? 
  choice: Have a cigarette
  choice: Have a fireplace
  choice: Have a match
A:","['Have a cigarette', 'Have a fireplace', 'Have a match']",Have a match,Have a cigarette,Have a cigarette,False,False,-0.29578323662281036,-0.5,0.29578323662281036,0.5,203,3,True,False,False
1005,"Q: Jesse likes going to school and has good grades. Jesse took a big test this morning and did well on the it. How would you describe Jesse's personality? 
  choice: Confident
  choice: Passionate about her school work
  choice: Worried about her school work
A:","['Worried about her school work', 'Confident', 'Passionate about her school work']",Passionate about her school work,Confident,Confident,False,False,-1.8939751833677292,-1.359375,1.8939751833677292,1.359375,261,3,True,False,False
1006,"Q: The people bullied Sasha all her life. But Sasha got revenge on the people. What will the people want to do next? 
  choice: Do whatever Sasha says
  choice: Flee from Sasha
  choice: Get even
A:","['Do whatever Sasha says', 'Get even', 'Flee from Sasha']",Flee from Sasha,Flee from Sasha,Do whatever Sasha says,True,False,1.0568678826093674,-0.734375,1.0568678826093674,0.734375,198,3,False,True,False
1007,"Q: Jordan read a lot of books about his favorite hobby. How would you describe Jordan? 
  choice: As someone that asked about their hobby
  choice: As someone that likes to learn
  choice: Smart
A:","['As someone that likes to learn', 'Smart', 'As someone that asked about their hobby']",As someone that likes to learn,Smart,As someone that likes to learn,False,True,-0.9960892274975777,0.546875,0.9960892274975777,0.546875,197,3,False,False,True
1008,"Q: Austin wanted to celebrate his parent's 30 year wedding anniversary. What does Austin need to do before this? 
  choice: Confirm the number of attendees at the dinner
  choice: Contact family friends to have a party
  choice: Forget to show up at the restaurant
A:","['Confirm the number of attendees at the dinner', 'Forget to show up at the restaurant', 'Contact family friends to have a party']",Contact family friends to have a party,Confirm the number of attendees at the dinner,Confirm the number of attendees at the dinner,False,False,-2.21803542599082,-1.0625,2.21803542599082,1.0625,267,3,True,False,False
1009,"Q: Addison was going to be working late. To help out, Jesse offered to walk Addison's dog. What will Jesse want to do next? 
  choice: Be a friend to Addison
  choice: Help out for Addison
  choice: Take the dog to the park
A:","['Be a friend to Addison', 'Help out for Addison', 'Take the dog to the park']",Take the dog to the park,Help out for Addison,Be a friend to Addison,False,False,-7.378344155848026,-3.390625,7.378344155848026,3.390625,226,3,True,False,False
1010,"Q: Carson wanted to travel to Jesse so he got into the car. What will Carson want to do next? 
  choice: Forget about Jesse
  choice: Have a vacation
  choice: Stay home
A:","['Have a vacation', 'Forget about Jesse', 'Stay home']",Have a vacation,Have a vacation,Stay home,True,False,3.090825892984867,-0.109375,3.090825892984867,0.109375,172,3,False,True,False
1011,"Q: After years of bullying in high school, Sasha graduated at the top of her class and got a great job. Sasha got revenge on the people. How would you describe Sasha? 
  choice: A competent person
  choice: Bad for bullying her
  choice: Like they shouldn't of bullied her
A:","['Bad for bullying her', ""Like they shouldn't of bullied her"", 'A competent person']",A competent person,A competent person,A competent person,True,True,4.01630337908864,1.109375,4.01630337908864,1.109375,275,3,True,False,False
1012,"Q: Jordan made it their career by getting that new promotion. What will Jordan want to do next? 
  choice: Left his job shortly after
  choice: Received new company perks
  choice: Seem ungrateful for the promotion
A:","['Left his job shortly after', 'Seem ungrateful for the promotion', 'Received new company perks']",Received new company perks,Received new company perks,Left his job shortly after,True,False,4.433717839419842,-0.9375,4.433717839419842,0.9375,217,3,False,True,False
1013,"Q: Robin thanked Jordan for the dinner. Why did Robin do this? 
  choice: Be taken home by Jordan
  choice: Caring
  choice: Get a goodnight kiss
A:","['Get a goodnight kiss', 'Be taken home by Jordan', 'Caring']",Get a goodnight kiss,Caring,Caring,False,False,-4.2008256912231445,-0.828125,4.2008256912231445,0.828125,148,3,True,False,False
